Data_Venda;Nome_Cliente;Cidade;Produto;Quantidade;Valor_Unitario;Valor_Total
2023-10-29;Sophie Costela;Freitas;Mouse;4;2370.83;9483.32
2024-09-19;Guilherme da Mata;Siqueira;Smartphone;6;2015.02;12090.12
2023-12-07;Henry Farias;Vasconcelos de Lopes;Teclado;2;858.17;1716.34
2024-11-29;Luiz Gustavo Guerra;Alves;Monitor;5;452.33;2261.65
2025-07-31;José Miguel Rocha;Correia;Monitor;9;364.85;3283.65
2025-01-05;Daniela Nunes;Cunha;Monitor;4;2364.29;9457.16
2025-06-25;João Felipe Marques;Albuquerque Verde;Notebook;1;2899.16;2899.16
2024-02-17;Luiz Gustavo Costela;Rios de Barros;Teclado;6;2535.64;15213.84
2025-09-25;Oliver Brito;Porto de Rezende;Notebook;7;2698.4;18888.8
2025-03-09;Theo Oliveira;Pires;Smartphone;5;2901.03;14505.15
2024-02-29;Ian da Paz;Almeida;Mouse;10;1156.72;11567.2
2025-05-08;Ravy Sá;Almeida Grande;Mouse;2;785.77;1571.54
2024-10-10;Luiz Miguel Cassiano;Viana;Monitor;7;898.04;6286.28
2025-01-03;Sr. Luigi Guerra;da Paz;Teclado;2;528.14;1056.28
2024-06-24;Maya Borges;Abreu Verde;Smartphone;8;1109.66;8877.28
2024-06-26;Joana da Rocha;Almeida do Campo;Smartphone;10;1661.09;16610.9
2024-03-23;Kevin das Neves;Cavalcanti;Monitor;6;1545.78;9274.68
2023-11-12;Pedro Lucas Campos;Pinto de Rocha;Mouse;2;530.63;1061.26
2023-11-14;Davi Oliveira;Freitas da Prata;Mouse;10;1163.37;11633.7
2025-07-25;Lucas Gabriel Abreu;Dias;Mouse;10;2270.04;22700.4
2024-10-27;Esther Cassiano;Porto;Smartphone;3;1962.31;5886.93
2024-11-20;Ana Júlia Gonçalves;Rocha;Notebook;5;2167.02;10835.1
2025-10-05;José Miguel Cassiano;Cavalcanti;Smartphone;1;1523.88;1523.88
2024-01-10;Antonella da Mota;Fernandes do Oeste;Notebook;8;2429.41;19435.28
2025-09-21;Levi Mendonça;Dias;Smartphone;1;1966.83;1966.83
2024-02-17;Sarah Siqueira;Barbosa do Campo;Monitor;9;1860.02;16740.18
2024-01-05;Dra. Gabrielly Cassiano;Porto da Prata;Mouse;6;2481.81;14890.86
2024-02-15;Diego Cassiano;Barros de Minas;Notebook;3;1212.73;3638.19
2023-10-22;Cauê Pacheco;Sampaio da Praia;Teclado;9;1092.61;9833.49
2024-08-10;Matteo Macedo;Casa Grande;Smartphone;2;952.81;1905.62
2025-07-28;Maria Flor Andrade;Leão de Minas;Smartphone;7;2734.38;19140.66
2025-05-19;Caroline Vasconcelos;Gonçalves Verde;Teclado;9;1898.31;17084.79
2025-09-07;Rodrigo Lopes;Vargas do Norte;Teclado;7;2424.54;16971.78
2023-12-24;Renan Marques;Cassiano;Monitor;6;512.68;3076.08
2025-06-27;Ana Luiza Nunes;Farias;Notebook;8;2769.03;22152.24
2024-10-10;Oliver Peixoto;Albuquerque;Smartphone;7;1243.06;8701.42
2024-07-08;Yuri Cassiano;Carvalho;Teclado;10;2374.54;23745.4
2024-05-20;Juliana Pimenta;Lopes dos Dourados;Notebook;3;2857.9;8573.7
2024-10-08;Henry Gabriel Camargo;Rodrigues da Serra;Smartphone;1;1240.7;1240.7
2024-05-03;Lunna Nunes;Rodrigues Grande;Smartphone;2;539.72;1079.44
2024-07-07;Breno Caldeira;Andrade;Teclado;3;373.46;1120.38
2024-04-15;Isabella Nogueira;Ribeiro;Notebook;10;435.13;4351.3
2025-10-13;Mariah das Neves;Carvalho;Monitor;2;1394.6;2789.2
2025-06-26;Sra. Natália Campos;Borges;Smartphone;9;2523.97;22715.73
2025-03-01;Alexia Rezende;Ramos da Prata;Notebook;6;1993.51;11961.06
2023-11-22;Rael Mendes;da Rosa de Pacheco;Teclado;3;1947.86;5843.58
2024-05-28;Enrico Pinto;Vasconcelos;Teclado;9;1274.96;11474.64
2024-09-21;Ana Cecília Macedo;Pacheco da Mata;Monitor;8;239.05;1912.4
2024-12-21;Sr. Gael Rodrigues;da Rocha;Notebook;2;1381.05;2762.1
2025-02-25;João Gabriel Pimenta;Moraes;Teclado;10;2182.71;21827.1
2025-05-09;Matheus Moreira;Freitas;Mouse;3;2017.12;6051.36
2025-03-27;Srta. Mariane Andrade;Duarte;Monitor;7;1176.52;8235.64
2024-03-15;Sra. Clarice Costela;Pimenta dos Dourados;Notebook;8;183.4;1467.2
2023-11-08;Miguel da Conceição;da Luz de Goiás;Monitor;10;1997.03;19970.3
2023-11-27;Yasmin Aparecida;das Neves das Flores;Mouse;3;1479.51;4438.53
2024-11-15;Enrico Albuquerque;Ferreira;Monitor;3;2977.74;8933.22
2024-12-17;Sara da Mata;Abreu de Campos;Smartphone;5;2390.76;11953.8
2024-11-28;Isaque Gonçalves;Ramos;Mouse;7;2195.34;15367.38
2024-02-01;Guilherme Almeida;Barros;Notebook;10;1807.88;18078.8
2025-05-09;Ágatha Freitas;Macedo do Norte;Monitor;6;1396.81;8380.86
2024-05-18;Dr. Luiz Fernando da Mota;Moura de Câmara;Mouse;6;165.69;994.14
2024-01-25;Sr. Paulo da Mata;Azevedo;Teclado;6;2090.4;12542.4
2023-11-20;Luiz Fernando Fonseca;Macedo do Campo;Teclado;8;595.84;4766.72
2024-06-13;Davi Carvalho;Borges;Teclado;1;2820.82;2820.82
2023-11-04;Sra. Jade Almeida;Borges do Sul;Teclado;1;460.18;460.18
2025-05-28;Melina Fogaça;Almeida de Minas;Notebook;1;236.49;236.49
2025-07-14;Raquel Oliveira;Lima de Viana;Smartphone;10;344.51;3445.1
2023-10-27;Leonardo Melo;Pimenta;Mouse;6;613.3;3679.8
2024-05-18;Hellena Marques;Freitas;Smartphone;3;628.69;1886.07
2024-09-02;Vitória Moreira;Mendes Paulista;Smartphone;3;2220.74;6662.22
2025-02-03;Lorena Teixeira;Novaes;Teclado;1;2159.11;2159.11
2024-09-23;Ana da Conceição;Casa Grande de Carvalho;Smartphone;8;659.76;5278.08
2025-03-21;Eloá Lopes;Souza;Mouse;4;1850.18;7400.72
2025-08-20;Dr. Gustavo Henrique Lima;Casa Grande de Vargas;Smartphone;5;2654.72;13273.6
2025-09-19;Caroline Sá;Andrade;Smartphone;8;2587.55;20700.4
2025-04-16;Srta. Laís Duarte;da Paz;Notebook;9;2929.12;26362.08
2025-02-20;Jade Viana;da Luz;Monitor;3;516.39;1549.17
2025-05-09;Dante Aragão;Lima do Galho;Mouse;8;1842.62;14740.96
2023-10-29;Pedro Guerra;Teixeira do Campo;Smartphone;9;630.03;5670.27
2025-10-03;Breno da Mata;da Mota;Mouse;9;248.34;2235.06
2024-08-03;Maria Liz Cunha;da Cunha de Silva;Monitor;10;306.86;3068.6
2023-10-20;Dr. Théo Sá;Melo;Teclado;9;1581.91;14237.19
2025-09-26;Mathias Mendonça;Freitas;Monitor;3;227.14;681.42
2024-07-03;Srta. Emanuelly Costa;Vieira do Campo;Teclado;9;2615.89;23543.01
2024-10-24;Luísa Aparecida;da Cruz;Teclado;5;886.83;4434.15
2023-12-23;Sara da Cruz;Pimenta;Monitor;8;2858.54;22868.32
2025-04-30;Enrico Costela;Costela dos Dourados;Notebook;4;1558.48;6233.92
2024-08-09;Diego Monteiro;da Luz do Campo;Smartphone;9;584.27;5258.43
2025-07-17;Mariana Martins;Fonseca Alegre;Smartphone;7;1796.92;12578.44
2025-05-23;Théo da Paz;da Mata da Serra;Mouse;9;2397.2;21574.8
2023-12-20;Ana Cecília Martins;Castro de Aparecida;Monitor;5;351.94;1759.7
2024-09-16;Alice Martins;Silveira do Amparo;Notebook;1;419.01;419.01
2025-08-28;Calebe Pacheco;Fernandes das Pedras;Teclado;10;2341.54;23415.4
2024-02-22;Sr. Antônio Vieira;da Cunha;Monitor;5;2421.82;12109.1
2024-10-03;Manuella Cavalcanti;Costela;Teclado;6;2856.82;17140.92
2023-12-17;Emilly Cirino;Pastor de Nascimento;Teclado;8;2937.64;23501.12
2024-12-19;Josué Camargo;Dias da Prata;Smartphone;3;2201.64;6604.92
2025-03-21;Arthur Gabriel Correia;Dias da Serra;Smartphone;4;836.69;3346.76
2024-10-27;Jade Barros;Vargas;Mouse;8;1438.65;11509.2
2024-11-01;Nina da Mata;Azevedo;Mouse;6;2381.56;14289.36
2023-12-02;Isabela Novaes;Cunha das Flores;Mouse;2;2343.28;4686.56
2024-12-11;Ana Carolina Caldeira;Jesus da Serra;Monitor;10;1040.25;10402.5
2024-09-26;Laura Sales;Nascimento;Notebook;1;837.01;837.01
2024-04-27;Gustavo da Paz;Cavalcante;Notebook;10;581.62;5816.2
2025-05-17;Dr. Pedro Ferreira;Rocha;Monitor;5;2783.81;13919.05
2023-11-03;Daniela Novaes;Nogueira;Smartphone;2;248.16;496.32
2025-01-29;Dom Melo;Melo;Mouse;8;1518.4;12147.2
2025-09-08;Maria Luísa Carvalho;Câmara de Gomes;Notebook;4;416.14;1664.56
2025-02-15;Sr. José Caldeira;Cavalcanti de Macedo;Notebook;6;1955.51;11733.06
2024-10-17;Otto Sá;Cirino;Monitor;10;2431.56;24315.6
2023-12-20;José Pedro Viana;Andrade de Minas;Mouse;1;2411.18;2411.18
2024-09-11;Sabrina Cavalcanti;Nunes;Mouse;10;1441.1;14411.0
2024-01-21;Davi Lucas Moreira;Peixoto do Amparo;Notebook;6;2981.91;17891.46
2023-12-29;Sr. Carlos Eduardo Nunes;Vasconcelos;Teclado;9;307.02;2763.18
2024-12-19;Sr. Mathias Nogueira;Vieira;Mouse;8;2887.45;23099.6
2024-03-28;Benjamim Ramos;Pacheco das Pedras;Teclado;1;266.44;266.44
2025-07-21;Sr. Renan da Mata;Pereira da Praia;Monitor;1;1863.77;1863.77
2024-09-17;Liam da Costa;Novaes das Flores;Smartphone;3;1711.47;5134.41
2024-06-07;Benjamim Martins;Teixeira Alegre;Teclado;2;2247.54;4495.08
2024-09-30;Cecilia Casa Grande;Pastor;Monitor;8;554.82;4438.56
2025-05-29;Vinícius Rocha;Cavalcante;Mouse;10;810.9;8109.0
2025-06-04;Enrico da Cunha;Rodrigues do Sul;Teclado;10;1709.53;17095.3
2023-11-15;Ester Fernandes;Mendes;Teclado;7;2421.9;16953.3
2025-07-19;Maria Laura Sousa;Moreira de Minas;Mouse;3;1314.68;3944.04
2025-07-02;Ester Leão;Siqueira dos Dourados;Teclado;10;1430.1;14301.0
2024-05-27;Amanda Vargas;Cirino;Mouse;5;263.73;1318.65
2024-03-09;Josué Leão;Abreu da Praia;Smartphone;1;2997.63;2997.63
2025-03-27;Anna Liz Sales;Novaes;Notebook;4;1771.35;7085.4
2024-01-16;Sabrina Pimenta;Cirino;Mouse;5;2480.94;12404.7
2024-11-24;Enzo Gabriel Cavalcante;Farias;Teclado;9;476.37;4287.33
2025-03-29;Ana Carolina Araújo;Silva;Monitor;4;1194.74;4778.96
2024-05-31;Clarice Freitas;Casa Grande do Norte;Monitor;1;1592.33;1592.33
2023-12-28;Bianca da Luz;Sousa da Praia;Smartphone;3;2778.42;8335.26
2024-04-30;Vinícius Mendes;Pires;Notebook;7;2352.05;16464.35
2025-01-31;Ravi Lucca Caldeira;Oliveira;Notebook;4;572.52;2290.08
2023-12-08;Sra. Bianca Pires;Leão;Monitor;7;2260.25;15821.75
2023-10-16;Bárbara Pinto;Aragão;Mouse;8;2740.24;21921.92
2025-04-09;Maria Helena Campos;Castro;Mouse;6;978.02;5868.12
2024-03-18;Bella Casa Grande;Macedo de Cavalcante;Monitor;10;130.39;1303.9
2024-06-02;Arthur Barbosa;Vieira;Mouse;6;1313.82;7882.92
2025-06-01;Sr. José Monteiro;Siqueira;Monitor;2;2186.34;4372.68
2024-11-29;Dra. Júlia Macedo;Sampaio de Novais;Smartphone;9;1191.76;10725.84
2025-06-18;Elisa Mendonça;Araújo de Minas;Notebook;8;1180.66;9445.28
2025-05-21;Sofia Pinto;Silveira de Brito;Notebook;3;724.07;2172.21
2024-12-03;Maria Julia Siqueira;Machado;Smartphone;4;908.25;3633.0
2025-06-15;Stephany Lima;Fernandes;Teclado;5;187.69;938.45
2024-05-27;Joaquim Pastor;Santos do Galho;Notebook;5;1534.94;7674.7
2024-08-23;Danilo Barbosa;Costa de Minas;Smartphone;9;2159.67;19437.03
2024-08-29;Maya Caldeira;Vieira;Teclado;1;613.1;613.1
2024-01-12;Cauê da Rocha;Moreira do Galho;Smartphone;9;714.64;6431.76
2025-10-03;Gabrielly Cavalcante;Leão;Teclado;5;2622.25;13111.25
2024-07-11;Sr. Alexandre Dias;Brito;Mouse;5;1614.45;8072.25
2023-12-01;Larissa Porto;Porto das Pedras;Monitor;5;928.9;4644.5
2024-05-22;Renan Montenegro;Gonçalves;Notebook;2;2019.76;4039.52
2023-11-08;Elisa Cavalcanti;Pinto;Monitor;1;1021.28;1021.28
2025-04-22;Bruna Sales;da Mata;Notebook;5;2182.71;10913.55
2024-02-07;Vinícius Correia;Azevedo Grande;Mouse;7;648.8;4541.6
2025-04-04;Joana Aparecida;Pacheco;Teclado;10;896.83;8968.3
2024-06-15;Manuella Freitas;Monteiro de Cassiano;Monitor;10;2872.47;28724.7
2024-04-22;João Lucas Duarte;Vasconcelos Paulista;Smartphone;3;2050.76;6152.28
2024-06-09;Dr. Yuri Câmara;da Luz;Monitor;10;2504.14;25041.4
2025-08-02;Marcela Freitas;Marques;Mouse;9;2716.68;24450.12
2024-11-02;Arthur Pereira;Sousa de Caldeira;Teclado;4;356.35;1425.4
2024-11-29;Srta. Alícia Moraes;Ribeiro;Smartphone;8;223.24;1785.92
2024-06-17;Asafe Melo;Teixeira;Mouse;6;1441.11;8646.66
2024-11-05;Dr. Rafael Pires;Castro Grande;Teclado;7;203.89;1427.23
2023-10-26;Dr. Henrique Rios;Martins de Goiás;Teclado;3;1762.43;5287.29
2023-12-04;Murilo Sales;Casa Grande do Galho;Teclado;9;1389.61;12506.49
2025-07-10;Sr. Lucas Gabriel Silva;Montenegro;Teclado;2;516.81;1033.62
2023-11-18;Dr. Brayan Alves;Aparecida;Smartphone;3;2794.03;8382.09
2024-03-21;Isabella Barros;Pereira;Monitor;9;2106.29;18956.61
2023-11-13;Ryan Guerra;Melo;Monitor;8;2441.27;19530.16
2024-12-02;Sofia Moraes;da Rosa;Monitor;6;1816.21;10897.26
2024-01-20;Dr. Ravi da Mota;Lima;Monitor;10;781.82;7818.2
2025-04-26;José Pedro Souza;Andrade;Teclado;6;2610.35;15662.1
2025-06-08;Emanuelly Cavalcanti;Dias Verde;Monitor;6;2778.54;16671.24
2025-03-04;Vitor Hugo Ferreira;Freitas;Mouse;9;1162.4;10461.6
2025-03-03;Matteo Oliveira;Novais do Galho;Notebook;5;256.39;1281.95
2024-11-09;Gabrielly Costela;da Rosa;Monitor;3;560.56;1681.68
2025-09-26;Mathias Freitas;Siqueira da Serra;Mouse;7;229.03;1603.21
2025-09-13;Melissa Santos;da Cunha do Amparo;Mouse;1;416.78;416.78
2024-11-29;Dante da Paz;Oliveira de Fonseca;Mouse;8;1952.57;15620.56
2024-07-19;Marcos Vinicius da Paz;Sousa;Smartphone;2;1616.24;3232.48
2025-04-14;Joaquim Novais;Machado;Monitor;9;2972.12;26749.08
2024-03-21;João Miguel Peixoto;Abreu de Carvalho;Notebook;4;836.83;3347.32
2023-12-25;Kevin Pereira;Costela de Minas;Notebook;5;1649.31;8246.55
2023-10-16;Otávio Sousa;Nascimento;Monitor;9;1940.34;17463.06
2024-11-23;Ana Clara Novais;Souza;Mouse;3;2513.06;7539.18
2025-07-31;Anthony Gabriel Ramos;Freitas de Minas;Notebook;8;1102.42;8819.36
2025-01-03;Bento Mendonça;Alves;Smartphone;9;1751.5;15763.5
2024-07-07;Srta. Hadassa Pastor;Cardoso;Monitor;10;2530.64;25306.4
2023-11-22;Henry da Mata;da Rocha;Monitor;8;422.52;3380.16
2024-02-18;Bianca Mendes;Casa Grande;Monitor;6;1978.25;11869.5
2024-10-05;Gustavo Henrique da Cruz;Vasconcelos;Smartphone;5;1412.11;7060.55
2025-04-02;Cecília Rios;Santos dos Dourados;Mouse;1;853.28;853.28
2023-11-27;Sarah Casa Grande;Costa;Monitor;1;1508.24;1508.24
2024-01-21;Lorena Duarte;Sousa de Dias;Smartphone;3;2743.61;8230.83
2024-07-03;Mirella Rodrigues;Pacheco das Flores;Notebook;8;768.09;6144.72
2025-08-26;Gabriel da Conceição;Albuquerque;Notebook;1;1367.74;1367.74
2024-05-21;Nicolas Moreira;Carvalho;Smartphone;9;1456.38;13107.42
2024-10-07;Davi Lucas Novais;Almeida de Silva;Teclado;10;1657.84;16578.4
2025-08-31;Dra. Emanuelly Oliveira;Correia;Mouse;3;1072.46;3217.38
2023-10-30;Theodoro Martins;Gomes;Teclado;10;2135.8;21358.0
2024-04-17;Maria Liz Correia;Mendonça;Teclado;10;502.17;5021.7
2024-04-27;Sofia Martins;Jesus;Teclado;3;1629.71;4889.13
2024-02-04;Caleb Jesus;Montenegro de Pinto;Monitor;8;1826.79;14614.32
2025-04-14;Ryan Vieira;Gomes de Minas;Smartphone;8;2783.05;22264.4
2023-11-06;Isaac Porto;Porto Verde;Smartphone;10;796.96;7969.6
2024-09-16;Danilo Sousa;Caldeira Paulista;Monitor;10;203.91;2039.1
2024-12-15;Anna Liz Aparecida;Pastor de da Mota;Mouse;7;722.74;5059.18
2024-03-31;Luan Gomes;Ferreira de Jesus;Teclado;3;632.18;1896.54
2024-08-28;Carlos Eduardo da Luz;Cavalcante Verde;Smartphone;3;124.61;373.83
2025-07-27;Vinicius Cavalcanti;Aparecida;Smartphone;10;614.12;6141.2
2023-12-11;Miguel Lima;Cardoso de Macedo;Smartphone;1;1096.58;1096.58
2025-07-26;Lívia Silveira;Fogaça;Teclado;10;857.57;8575.7
2024-09-26;Arthur Miguel Costa;Rios do Galho;Smartphone;2;884.6;1769.2
2025-03-13;Léo Costa;Leão;Monitor;10;2617.02;26170.2
2024-07-20;Davi Luiz da Mota;Moura de Lopes;Monitor;2;2913.79;5827.58
2025-01-24;Sophie Pimenta;Freitas Alegre;Smartphone;1;1101.62;1101.62
2024-10-25;Ester Viana;Borges;Notebook;6;1393.39;8360.34
2025-03-14;Sr. Ravy Sampaio;da Cruz;Smartphone;1;2508.15;2508.15
2023-11-25;Dra. Juliana Jesus;Barros das Flores;Notebook;10;1828.13;18281.3
2024-05-08;Dr. Benjamim Oliveira;Marques dos Dourados;Notebook;5;407.8;2039.0
2025-02-16;Ayla Oliveira;Cavalcante;Mouse;10;1039.27;10392.7
2025-04-05;Maria Helena Freitas;Duarte;Monitor;9;1904.91;17144.19
2024-01-06;Maitê Montenegro;Pimenta;Monitor;2;1925.97;3851.94
2024-08-23;Maria Luísa Barros;Machado;Notebook;9;148.02;1332.18
2025-08-08;Vinicius Novaes;Dias das Flores;Monitor;5;2491.96;12459.8
2023-12-23;Emanuella das Neves;Melo;Teclado;10;2963.72;29637.2
2024-09-07;Arthur Silveira;Campos da Mata;Teclado;10;1041.03;10410.3
2024-12-15;Breno Alves;Moreira;Mouse;10;153.19;1531.9
2024-10-11;Benjamim Almeida;Cardoso da Praia;Notebook;5;163.3;816.5
2024-05-02;Breno Casa Grande;Ramos Verde;Smartphone;7;640.44;4483.08
2024-06-30;Hellena Leão;Dias;Smartphone;10;2826.15;28261.5
2024-11-12;João Silva;Freitas;Notebook;3;1708.96;5126.88
2025-05-14;Luigi Lopes;Marques;Teclado;6;2210.85;13265.1
2025-07-17;Beatriz Duarte;das Neves de Marques;Notebook;5;1624.22;8121.1
2025-02-04;Maria Isis Moura;Oliveira;Notebook;2;2884.61;5769.22
2024-05-22;Marcelo Gomes;Alves;Monitor;9;1490.81;13417.29
2024-08-05;Beatriz Pinto;da Mata de Nogueira;Monitor;9;1645.71;14811.39
2024-11-20;Dra. Joana Souza;Moreira;Teclado;10;576.36;5763.6
2024-01-29;Rafaela da Costa;Nunes;Smartphone;5;1744.3;8721.5
2025-08-01;Eloah Vieira;Albuquerque;Mouse;8;2374.29;18994.32
2025-10-05;Alexia Martins;Cassiano;Monitor;1;1676.48;1676.48
2025-04-19;Davi Lucca Pereira;Costa Paulista;Smartphone;8;1517.64;12141.12
2024-12-18;Enzo Pastor;Cirino;Smartphone;10;922.73;9227.3
2025-08-05;Dr. Luiz Henrique Gonçalves;Dias;Notebook;5;1397.51;6987.55
2024-10-14;Leandro Barros;Jesus;Mouse;9;1180.25;10622.25
2025-01-14;Dra. Maria Helena Mendonça;da Conceição;Notebook;3;1269.84;3809.52
2025-07-25;Maria Sophia Rezende;Cavalcante das Flores;Smartphone;10;1019.43;10194.3
2024-05-16;Benicio Campos;da Cruz das Flores;Notebook;10;2876.16;28761.6
2024-03-30;Dra. Bárbara Moura;Novaes da Mata;Mouse;1;1029.99;1029.99
2025-05-25;Dr. Thiago Sales;Pastor do Amparo;Monitor;3;1107.64;3322.92
2023-12-10;Caroline Martins;Teixeira das Flores;Smartphone;10;2853.55;28535.5
2025-03-20;Zoe Ribeiro;Viana do Sul;Mouse;9;1413.21;12718.89
2025-06-23;Srta. Alexia Almeida;Gonçalves das Pedras;Teclado;6;1717.91;10307.46
2025-08-02;Ana Carolina Cavalcanti;Pastor;Monitor;7;299.09;2093.63
2024-03-01;Alice Silveira;da Mata;Monitor;6;670.19;4021.14
2025-08-19;João Guilherme Oliveira;Novais;Notebook;10;1252.96;12529.6
2024-12-27;Kamilly Leão;Correia;Smartphone;6;203.7;1222.2
2025-04-04;Luiz Miguel Souza;Fonseca;Smartphone;2;909.12;1818.24
2025-10-12;Gustavo Mendonça;Castro de Minas;Monitor;7;1681.78;11772.46
2025-03-15;Caleb Nascimento;Rezende;Teclado;4;936.1;3744.4
2024-09-17;Sofia Sales;Vargas do Amparo;Teclado;8;1112.81;8902.48
2023-12-04;Maria Clara Azevedo;Viana de Sá;Monitor;5;2638.98;13194.9
2024-11-01;Dra. Jade Costela;Rios de da Mota;Smartphone;2;1685.21;3370.42
2024-12-02;Clarice Vasconcelos;Martins de Moreira;Notebook;9;2798.04;25182.36
2024-02-18;Diogo da Cunha;da Mota de Pimenta;Smartphone;8;2016.4;16131.2
2025-05-10;Maria Julia Dias;Barros;Monitor;3;2849.76;8549.28
2024-12-23;Jade Sampaio;Guerra;Smartphone;3;854.2;2562.6
2025-02-17;Alana Farias;Araújo Alegre;Mouse;7;1006.73;7047.11
2024-02-21;Isabel Pires;Barbosa;Smartphone;8;2735.21;21881.68
2024-01-20;Thiago Aparecida;Rezende do Galho;Teclado;7;926.71;6486.97
2024-02-02;Clara Pereira;Aparecida;Mouse;7;810.67;5674.69
2024-08-16;Danilo Marques;Ferreira das Pedras;Teclado;2;2018.99;4037.98
2024-01-11;Gabriel Nogueira;Lopes do Campo;Mouse;4;1683.44;6733.76
2025-06-14;Oliver Almeida;da Costa;Mouse;3;2546.75;7640.25
2024-05-14;Sr. Davi Lucas Moreira;Novais;Notebook;6;2983.4;17900.4
2024-03-01;Dra. Ana Laura Martins;Aparecida;Teclado;5;182.64;913.2
2025-09-08;Isabelly Souza;Moraes de Farias;Notebook;7;1520.06;10640.42
2025-02-26;Sophie Souza;Abreu;Teclado;3;1526.58;4579.74
2024-05-01;Maria Eduarda Marques;Costa;Mouse;1;2495.45;2495.45
2024-05-10;Isabelly Ribeiro;Vasconcelos;Smartphone;7;2792.64;19548.48
2023-10-29;Lunna Porto;Ribeiro;Mouse;3;1481.16;4443.48
2024-07-15;Antony Dias;Alves;Notebook;4;2241.47;8965.88
2023-12-24;Yan Correia;Novais da Prata;Monitor;3;2726.1;8178.3
2025-03-13;Lucca da Mata;Melo;Monitor;9;2180.16;19621.44
2025-03-14;Luiz Gustavo Monteiro;Almeida;Smartphone;7;2583.52;18084.64
2024-05-07;Srta. Letícia Rezende;Gonçalves;Smartphone;1;2148.63;2148.63
2023-12-14;Apollo Siqueira;da Cunha;Monitor;6;548.01;3288.06
2025-02-09;Matheus Ferreira;da Mota;Smartphone;3;2582.1;7746.3
2023-11-30;Hellena Novaes;Aparecida Paulista;Teclado;8;1258.45;10067.6
2024-02-03;Elisa Sá;Andrade Verde;Monitor;3;1035.05;3105.15
2023-11-27;Lavínia da Mata;Barbosa;Notebook;4;2193.96;8775.84
2025-02-19;Bárbara Câmara;Vasconcelos;Teclado;4;346.28;1385.12
2024-03-19;Liz Monteiro;da Cruz da Serra;Mouse;10;2205.58;22055.8
2025-03-23;Isadora Nascimento;Rodrigues;Mouse;3;360.64;1081.92
2024-12-21;Marcos Vinicius Santos;Teixeira;Notebook;2;143.41;286.82
2024-07-02;Rael Fogaça;Camargo;Teclado;7;2015.31;14107.17
2024-11-25;Laura Casa Grande;Almeida da Serra;Smartphone;6;1265.66;7593.96
2025-02-25;Maria Luísa Nunes;Barbosa do Oeste;Monitor;7;2853.03;19971.21
2025-01-05;Maria Júlia Nogueira;Moura do Oeste;Smartphone;5;1264.15;6320.75
2024-09-25;Ravy Freitas;Lopes;Monitor;6;1401.97;8411.82
2023-11-17;Benjamim da Luz;Fogaça Verde;Mouse;1;2338.65;2338.65
2024-10-25;Milena Pinto;Ramos;Notebook;8;1837.63;14701.04
2025-07-02;Ísis Camargo;Pereira de Goiás;Mouse;1;146.1;146.1
2024-08-06;Matteo Abreu;Monteiro do Sul;Notebook;2;2339.94;4679.88
2024-02-19;Bruna Sousa;Mendes;Monitor;6;965.89;5795.34
2024-10-19;Luna Ribeiro;Pires de Carvalho;Monitor;5;2530.15;12650.75
2025-07-24;Luan Azevedo;Ferreira;Notebook;9;2445.07;22005.63
2025-01-27;Dra. Rebeca da Paz;Costela;Monitor;3;980.92;2942.76
2025-05-18;Alexia Jesus;das Neves;Mouse;9;2763.97;24875.73
2025-10-06;Eloá Ramos;Casa Grande;Monitor;10;2701.36;27013.6
2025-09-16;Yago Cirino;Cunha;Notebook;1;1650.4;1650.4
2024-08-23;Arthur Montenegro;Pimenta da Prata;Mouse;7;1825.73;12780.11
2023-11-10;Olivia Lopes;Peixoto da Serra;Mouse;8;639.05;5112.4
2024-05-18;Anthony Aparecida;Ferreira;Mouse;1;1182.43;1182.43
2024-02-05;Fernanda Castro;Borges;Smartphone;1;216.38;216.38
2025-08-10;Fernando Guerra;Lopes Verde;Mouse;9;1528.57;13757.13
2023-12-09;Dr. José da Mota;Barbosa Grande;Notebook;6;663.97;3983.82
2025-04-21;Dr. Ravy Fonseca;da Rocha;Mouse;6;771.37;4628.22
2025-10-01;Sr. Lorenzo Sampaio;Fonseca;Teclado;9;2927.06;26343.54
2025-03-01;Oliver Casa Grande;Castro de Cassiano;Teclado;6;1673.34;10040.04
2023-10-25;Dr. José Miguel Cavalcanti;Novaes de Cavalcanti;Mouse;8;107.84;862.72
2023-11-17;Pedro Henrique Rocha;Sales;Teclado;2;293.22;586.44
2024-11-11;Sofia Barros;Nogueira;Notebook;9;468.67;4218.03
2025-08-08;Mariana Barros;Sampaio;Smartphone;6;2707.01;16242.06
2025-07-25;Valentim Cunha;da Rocha Grande;Teclado;6;2169.93;13019.58
2024-12-03;Cecilia Andrade;Sampaio de Goiás;Monitor;6;2405.42;14432.52
2024-10-01;Maria Luísa Ramos;Cassiano;Mouse;6;1285.49;7712.94
2024-06-28;Raul Martins;Costa;Smartphone;4;993.73;3974.92
2025-07-07;José Miguel Andrade;Montenegro;Notebook;10;1117.69;11176.9
2025-09-14;Davi Lucas Pastor;da Conceição;Monitor;8;387.79;3102.32
2025-08-02;Maria Eduarda da Costa;Gomes;Monitor;7;2685.59;18799.13
2025-01-19;Igor Brito;da Cunha da Praia;Notebook;1;1067.61;1067.61
2023-12-19;Diego Cassiano;Costa de Minas;Teclado;10;103.93;1039.3
